#Standard Solar Model (BP2004)
#
#astro-ph/0402114
#
#Columns in the Standard Model table (below) represent:
#
#1)  Mass fraction in units of the solar mass
#2)  Radius of the zone in units of one solar radius
#3)  Temperature in units of deg (K)
#4)  Density in units of g/cm^3
#5)  Pressure in units of dyn/cm^2
#6)  Luminosity fraction in units of the solar luminosity
#7)  X(^1H): the hydrogen mass fraction
#8)  X(^4He): the helium 4 mass fraction
#9)  X(^3He): the helium 3 mass fraction
#10) X(^12C): the carbon 12 mass fraction
#11) X(^14N): the nitrogen 14 mass fraction
#12) X(^16O): the oxygen 16 mass fraction
#
# Lsun 3.8418E+33
# Rsun 6.9598E+10
# The Table begins here.
#
#
#  M/Msun    R/Rsun      T         Rho        P        L/Lsun      X        Y        He3      C12       N14       O16
 0.0165036  0.05569  1.473e+07  1.239e+02  1.942e+17  0.12790  0.42360  0.55673  1.53e-05  1.97e-05  5.05e-03  9.02e-03  
 0.0168328  0.05609  1.472e+07  1.236e+02  1.937e+17  0.13019  0.42462  0.55571  1.54e-05  1.97e-05  5.05e-03  9.02e-03  
 0.0171656  0.05649  1.471e+07  1.233e+02  1.932e+17  0.13250  0.42565  0.55468  1.56e-05  1.96e-05  5.04e-03  9.03e-03  
 0.0175018  0.05688  1.470e+07  1.229e+02  1.927e+17  0.13483  0.42668  0.55366  1.57e-05  1.96e-05  5.04e-03  9.03e-03  
 0.0178417  0.05728  1.468e+07  1.226e+02  1.921e+17  0.13717  0.42771  0.55263  1.58e-05  1.95e-05  5.04e-03  9.03e-03  
 0.0181850  0.05768  1.467e+07  1.222e+02  1.916e+17  0.13953  0.42874  0.55160  1.60e-05  1.95e-05  5.04e-03  9.03e-03  
 0.0185318  0.05808  1.466e+07  1.219e+02  1.911e+17  0.14190  0.42977  0.55057  1.61e-05  1.94e-05  5.03e-03  9.03e-03  
 0.0188821  0.05848  1.464e+07  1.216e+02  1.906e+17  0.14429  0.43081  0.54954  1.63e-05  1.94e-05  5.03e-03  9.04e-03  
 0.0192359  0.05888  1.463e+07  1.212e+02  1.901e+17  0.14670  0.43184  0.54850  1.64e-05  1.93e-05  5.03e-03  9.04e-03  
 0.0195933  0.05927  1.462e+07  1.209e+02  1.896e+17  0.14912  0.43288  0.54747  1.66e-05  1.93e-05  5.02e-03  9.04e-03  
 0.0199541  0.05967  1.461e+07  1.206e+02  1.891e+17  0.15155  0.43392  0.54643  1.67e-05  1.93e-05  5.02e-03  9.04e-03  
 0.0203184  0.06007  1.459e+07  1.202e+02  1.886e+17  0.15400  0.43496  0.54540  1.69e-05  1.92e-05  5.02e-03  9.04e-03  
 0.0206862  0.06046  1.458e+07  1.199e+02  1.881e+17  0.15647  0.43599  0.54436  1.70e-05  1.92e-05  5.02e-03  9.04e-03  
 0.0210574  0.06086  1.457e+07  1.195e+02  1.876e+17  0.15895  0.43703  0.54332  1.72e-05  1.91e-05  5.01e-03  9.05e-03  
 0.0214320  0.06125  1.455e+07  1.192e+02  1.870e+17  0.16144  0.43808  0.54228  1.73e-05  1.91e-05  5.01e-03  9.05e-03  
 0.0218102  0.06165  1.454e+07  1.189e+02  1.865e+17  0.16395  0.43912  0.54124  1.75e-05  1.90e-05  5.01e-03  9.05e-03  
 0.0221918  0.06204  1.453e+07  1.185e+02  1.860e+17  0.16647  0.44016  0.54020  1.76e-05  1.90e-05  5.01e-03  9.05e-03  
 0.0225768  0.06244  1.451e+07  1.182e+02  1.855e+17  0.16900  0.44120  0.53916  1.78e-05  1.90e-05  5.00e-03  9.05e-03  
 0.0229654  0.06283  1.450e+07  1.179e+02  1.850e+17  0.17155  0.44225  0.53812  1.79e-05  1.89e-05  5.00e-03  9.05e-03  
 0.0233573  0.06322  1.449e+07  1.175e+02  1.845e+17  0.17411  0.44329  0.53708  1.81e-05  1.89e-05  5.00e-03  9.05e-03  
 0.0237527  0.06362  1.447e+07  1.172e+02  1.840e+17  0.17668  0.44433  0.53604  1.83e-05  1.88e-05  5.00e-03  9.06e-03  
 0.0241514  0.06401  1.446e+07  1.169e+02  1.834e+17  0.17926  0.44538  0.53499  1.84e-05  1.88e-05  4.99e-03  9.06e-03  
 0.0245537  0.06440  1.445e+07  1.165e+02  1.829e+17  0.18186  0.44642  0.53395  1.86e-05  1.87e-05  4.99e-03  9.06e-03  
 0.0249592  0.06479  1.443e+07  1.162e+02  1.824e+17  0.18447  0.44747  0.53291  1.88e-05  1.87e-05  4.99e-03  9.06e-03  
 0.0253683  0.06519  1.442e+07  1.159e+02  1.819e+17  0.18709  0.44851  0.53186  1.89e-05  1.86e-05  4.99e-03  9.06e-03  
 0.0257808  0.06558  1.441e+07  1.155e+02  1.814e+17  0.18973  0.44956  0.53082  1.91e-05  1.86e-05  4.98e-03  9.06e-03  
 0.0261967  0.06597  1.439e+07  1.152e+02  1.809e+17  0.19237  0.45060  0.52978  1.93e-05  1.86e-05  4.98e-03  9.06e-03  
 0.0266160  0.06636  1.438e+07  1.149e+02  1.803e+17  0.19503  0.45165  0.52873  1.95e-05  1.85e-05  4.98e-03  9.06e-03  
 0.0270386  0.06675  1.437e+07  1.145e+02  1.798e+17  0.19769  0.45270  0.52769  1.96e-05  1.85e-05  4.98e-03  9.07e-03  
 0.0274648  0.06714  1.435e+07  1.142e+02  1.793e+17  0.20037  0.45374  0.52664  1.98e-05  1.84e-05  4.98e-03  9.07e-03  
 0.0278943  0.06753  1.434e+07  1.139e+02  1.788e+17  0.20306  0.45479  0.52560  2.00e-05  1.84e-05  4.97e-03  9.07e-03  
 0.0283273  0.06792  1.432e+07  1.135e+02  1.783e+17  0.20576  0.45583  0.52456  2.02e-05  1.83e-05  4.97e-03  9.07e-03  
 0.0287635  0.06831  1.431e+07  1.132e+02  1.778e+17  0.20847  0.45688  0.52351  2.04e-05  1.83e-05  4.97e-03  9.07e-03  
 0.0292033  0.06870  1.430e+07  1.129e+02  1.772e+17  0.21120  0.45792  0.52247  2.05e-05  1.83e-05  4.97e-03  9.07e-03  
 0.0296464  0.06909  1.428e+07  1.125e+02  1.767e+17  0.21393  0.45897  0.52143  2.07e-05  1.82e-05  4.96e-03  9.07e-03  
 0.0300930  0.06948  1.427e+07  1.122e+02  1.762e+17  0.21667  0.46001  0.52038  2.09e-05  1.82e-05  4.96e-03  9.07e-03  
 0.0305429  0.06987  1.426e+07  1.119e+02  1.757e+17  0.21942  0.46106  0.51934  2.11e-05  1.81e-05  4.96e-03  9.07e-03  
 0.0309962  0.07025  1.424e+07  1.115e+02  1.752e+17  0.22218  0.46210  0.51830  2.13e-05  1.81e-05  4.96e-03  9.07e-03  
 0.0314530  0.07064  1.423e+07  1.112e+02  1.746e+17  0.22495  0.46315  0.51726  2.15e-05  1.81e-05  4.96e-03  9.07e-03  
 0.0319132  0.07103  1.421e+07  1.109e+02  1.741e+17  0.22773  0.46419  0.51622  2.17e-05  1.80e-05  4.95e-03  9.07e-03  
 0.0323766  0.07142  1.420e+07  1.106e+02  1.736e+17  0.23052  0.46523  0.51517  2.19e-05  1.80e-05  4.95e-03  9.07e-03  
 0.0328437  0.07180  1.419e+07  1.102e+02  1.731e+17  0.23332  0.46628  0.51413  2.21e-05  1.79e-05  4.95e-03  9.07e-03  
 0.0333141  0.07219  1.417e+07  1.099e+02  1.726e+17  0.23613  0.46732  0.51309  2.23e-05  1.79e-05  4.95e-03  9.08e-03  
 0.0337878  0.07258  1.416e+07  1.096e+02  1.721e+17  0.23894  0.46836  0.51205  2.25e-05  1.78e-05  4.95e-03  9.08e-03  
 0.0342649  0.07296  1.414e+07  1.092e+02  1.715e+17  0.24177  0.46940  0.51101  2.27e-05  1.78e-05  4.95e-03  9.08e-03  
 0.0347456  0.07335  1.413e+07  1.089e+02  1.710e+17  0.24460  0.47044  0.50997  2.29e-05  1.78e-05  4.94e-03  9.08e-03  
 0.0352296  0.07374  1.412e+07  1.086e+02  1.705e+17  0.24744  0.47148  0.50894  2.31e-05  1.77e-05  4.94e-03  9.08e-03  
 0.0357171  0.07412  1.410e+07  1.083e+02  1.700e+17  0.25029  0.47252  0.50790  2.33e-05  1.77e-05  4.94e-03  9.08e-03  
 0.0362080  0.07451  1.409e+07  1.079e+02  1.695e+17  0.25315  0.47356  0.50686  2.35e-05  1.76e-05  4.94e-03  9.08e-03  
 0.0367022  0.07490  1.407e+07  1.076e+02  1.689e+17  0.25602  0.47460  0.50582  2.37e-05  1.76e-05  4.94e-03  9.08e-03  
 0.0371999  0.07528  1.406e+07  1.073e+02  1.684e+17  0.25889  0.47564  0.50479  2.40e-05  1.76e-05  4.94e-03  9.08e-03  
 0.0377012  0.07567  1.405e+07  1.070e+02  1.679e+17  0.26177  0.47667  0.50375  2.42e-05  1.75e-05  4.93e-03  9.08e-03  
 0.0382058  0.07605  1.403e+07  1.067e+02  1.674e+17  0.26466  0.47771  0.50272  2.44e-05  1.75e-05  4.93e-03  9.08e-03  
 0.0387139  0.07644  1.402e+07  1.063e+02  1.669e+17  0.26755  0.47875  0.50169  2.46e-05  1.74e-05  4.93e-03  9.08e-03  
 0.0392254  0.07682  1.400e+07  1.060e+02  1.664e+17  0.27046  0.47978  0.50065  2.48e-05  1.74e-05  4.93e-03  9.08e-03  
 0.0397404  0.07721  1.399e+07  1.057e+02  1.658e+17  0.27337  0.48082  0.49962  2.51e-05  1.74e-05  4.93e-03  9.08e-03  
 0.0402588  0.07759  1.397e+07  1.054e+02  1.653e+17  0.27629  0.48185  0.49859  2.53e-05  1.73e-05  4.93e-03  9.08e-03  
 0.0407808  0.07798  1.396e+07  1.050e+02  1.648e+17  0.27921  0.48288  0.49756  2.55e-05  1.73e-05  4.92e-03  9.08e-03  
 0.0413062  0.07836  1.395e+07  1.047e+02  1.643e+17  0.28214  0.48391  0.49653  2.58e-05  1.72e-05  4.92e-03  9.08e-03  
 0.0418351  0.07875  1.393e+07  1.044e+02  1.638e+17  0.28508  0.48494  0.49550  2.60e-05  1.72e-05  4.92e-03  9.08e-03  
 0.0423674  0.07913  1.392e+07  1.041e+02  1.632e+17  0.28802  0.48597  0.49447  2.62e-05  1.71e-05  4.92e-03  9.08e-03  
 0.0429033  0.07952  1.390e+07  1.038e+02  1.627e+17  0.29097  0.48700  0.49344  2.65e-05  1.71e-05  4.92e-03  9.08e-03  
 0.0434427  0.07990  1.389e+07  1.035e+02  1.622e+17  0.29393  0.48803  0.49242  2.67e-05  1.71e-05  4.92e-03  9.08e-03  
 0.0439857  0.08029  1.387e+07  1.031e+02  1.617e+17  0.29689  0.48906  0.49139  2.70e-05  1.70e-05  4.92e-03  9.08e-03  
 0.0445321  0.08067  1.386e+07  1.028e+02  1.612e+17  0.29986  0.49009  0.49036  2.72e-05  1.70e-05  4.92e-03  9.08e-03  
 0.0450821  0.08106  1.384e+07  1.025e+02  1.607e+17  0.30283  0.49111  0.48934  2.75e-05  1.69e-05  4.91e-03  9.08e-03  
 0.0456355  0.08144  1.383e+07  1.022e+02  1.602e+17  0.30581  0.49214  0.48832  2.77e-05  1.69e-05  4.91e-03  9.08e-03  
 0.0461926  0.08183  1.382e+07  1.019e+02  1.596e+17  0.30880  0.49316  0.48730  2.80e-05  1.69e-05  4.91e-03  9.08e-03  
 0.0467533  0.08221  1.380e+07  1.016e+02  1.591e+17  0.31179  0.49419  0.48627  2.82e-05  1.68e-05  4.91e-03  9.08e-03  
 0.0473174  0.08259  1.379e+07  1.012e+02  1.586e+17  0.31478  0.49521  0.48525  2.85e-05  1.68e-05  4.91e-03  9.08e-03  
 0.0478852  0.08298  1.377e+07  1.009e+02  1.581e+17  0.31779  0.49623  0.48424  2.88e-05  1.67e-05  4.91e-03  9.08e-03  
 0.0484566  0.08336  1.376e+07  1.006e+02  1.576e+17  0.32079  0.49725  0.48322  2.90e-05  1.67e-05  4.91e-03  9.08e-03  
 0.0490316  0.08375  1.374e+07  1.003e+02  1.571e+17  0.32380  0.49827  0.48220  2.93e-05  1.67e-05  4.90e-03  9.08e-03  
 0.0496102  0.08413  1.373e+07  9.999e+01  1.565e+17  0.32682  0.49929  0.48118  2.96e-05  1.66e-05  4.90e-03  9.08e-03  
 0.0501925  0.08452  1.371e+07  9.967e+01  1.560e+17  0.32984  0.50030  0.48017  2.99e-05  1.66e-05  4.90e-03  9.08e-03  
 0.0507785  0.08490  1.370e+07  9.936e+01  1.555e+17  0.33287  0.50132  0.47915  3.01e-05  1.65e-05  4.90e-03  9.08e-03  
 0.0513679  0.08529  1.368e+07  9.905e+01  1.550e+17  0.33590  0.50233  0.47814  3.04e-05  1.65e-05  4.90e-03  9.08e-03  
 0.0519611  0.08567  1.367e+07  9.874e+01  1.545e+17  0.33894  0.50335  0.47713  3.07e-05  1.65e-05  4.90e-03  9.08e-03  
 0.0525578  0.08606  1.365e+07  9.843e+01  1.540e+17  0.34198  0.50436  0.47612  3.10e-05  1.64e-05  4.90e-03  9.08e-03  
 0.0531586  0.08645  1.364e+07  9.812e+01  1.535e+17  0.34502  0.50537  0.47511  3.13e-05  1.64e-05  4.90e-03  9.08e-03  
 0.0537629  0.08683  1.362e+07  9.781e+01  1.529e+17  0.34807  0.50638  0.47410  3.16e-05  1.63e-05  4.90e-03  9.08e-03  
 0.0543708  0.08722  1.361e+07  9.750e+01  1.524e+17  0.35112  0.50739  0.47309  3.19e-05  1.63e-05  4.89e-03  9.08e-03  
 0.0549826  0.08760  1.359e+07  9.719e+01  1.519e+17  0.35418  0.50840  0.47209  3.22e-05  1.63e-05  4.89e-03  9.08e-03  
 0.0555979  0.08799  1.358e+07  9.689e+01  1.514e+17  0.35724  0.50941  0.47108  3.25e-05  1.62e-05  4.89e-03  9.08e-03  
 0.0562172  0.08838  1.356e+07  9.658e+01  1.509e+17  0.36030  0.51042  0.47008  3.28e-05  1.62e-05  4.89e-03  9.08e-03  
 0.0568403  0.08876  1.355e+07  9.627e+01  1.504e+17  0.36337  0.51142  0.46907  3.31e-05  1.61e-05  4.89e-03  9.08e-03  
 0.0574673  0.08915  1.354e+07  9.596e+01  1.499e+17  0.36644  0.51242  0.46807  3.34e-05  1.61e-05  4.89e-03  9.08e-03  
 0.0580982  0.08954  1.352e+07  9.566e+01  1.494e+17  0.36952  0.51343  0.46707  3.37e-05  1.61e-05  4.89e-03  9.08e-03  
 0.0587324  0.08993  1.350e+07  9.535e+01  1.488e+17  0.37260  0.51443  0.46607  3.40e-05  1.60e-05  4.89e-03  9.08e-03  
 0.0593709  0.09031  1.349e+07  9.505e+01  1.483e+17  0.37568  0.51543  0.46507  3.43e-05  1.60e-05  4.89e-03  9.07e-03  
 0.0600132  0.09070  1.347e+07  9.474e+01  1.478e+17  0.37877  0.51643  0.46407  3.46e-05  1.59e-05  4.88e-03  9.07e-03  
 0.0606592  0.09109  1.346e+07  9.444e+01  1.473e+17  0.38185  0.51743  0.46308  3.50e-05  1.59e-05  4.88e-03  9.07e-03  
 0.0613095  0.09148  1.344e+07  9.413e+01  1.468e+17  0.38495  0.51842  0.46208  3.53e-05  1.59e-05  4.88e-03  9.07e-03  
 0.0619630  0.09187  1.343e+07  9.383e+01  1.463e+17  0.38804  0.51942  0.46109  3.56e-05  1.58e-05  4.88e-03  9.07e-03  
 0.0626212  0.09226  1.341e+07  9.353e+01  1.458e+17  0.39114  0.52041  0.46009  3.60e-05  1.58e-05  4.88e-03  9.07e-03  
 0.0632830  0.09264  1.340e+07  9.322e+01  1.453e+17  0.39424  0.52141  0.45910  3.63e-05  1.58e-05  4.88e-03  9.07e-03  
 0.0639485  0.09303  1.338e+07  9.292e+01  1.448e+17  0.39734  0.52240  0.45811  3.67e-05  1.57e-05  4.88e-03  9.07e-03  
 0.0646188  0.09342  1.337e+07  9.262e+01  1.443e+17  0.40045  0.52339  0.45712  3.70e-05  1.57e-05  4.88e-03  9.07e-03  
 0.0652926  0.09381  1.335e+07  9.232e+01  1.437e+17  0.40356  0.52438  0.45614  3.74e-05  1.56e-05  4.88e-03  9.07e-03  
 0.0659705  0.09421  1.334e+07  9.202e+01  1.432e+17  0.40667  0.52537  0.45515  3.77e-05  1.56e-05  4.88e-03  9.07e-03  
 0.0666526  0.09460  1.332e+07  9.172e+01  1.427e+17  0.40978  0.52636  0.45416  3.81e-05  1.56e-05  4.88e-03  9.07e-03  
 0.0673381  0.09499  1.331e+07  9.142e+01  1.422e+17  0.41290  0.52734  0.45318  3.84e-05  1.55e-05  4.87e-03  9.07e-03  
 0.0680284  0.09538  1.329e+07  9.112e+01  1.417e+17  0.41601  0.52833  0.45220  3.88e-05  1.55e-05  4.87e-03  9.07e-03  
 0.0687226  0.09577  1.328e+07  9.082e+01  1.412e+17  0.41913  0.52931  0.45121  3.92e-05  1.54e-05  4.87e-03  9.07e-03  
 0.0694209  0.09616  1.326e+07  9.052e+01  1.407e+17  0.42225  0.53029  0.45023  3.96e-05  1.54e-05  4.87e-03  9.07e-03  
 0.0701239  0.09656  1.325e+07  9.022e+01  1.402e+17  0.42538  0.53127  0.44925  3.99e-05  1.54e-05  4.87e-03  9.07e-03  
 0.0708308  0.09695  1.323e+07  8.992e+01  1.397e+17  0.42850  0.53225  0.44828  4.03e-05  1.53e-05  4.87e-03  9.07e-03  
 0.0715418  0.09735  1.321e+07  8.962e+01  1.392e+17  0.43163  0.53323  0.44730  4.07e-05  1.53e-05  4.87e-03  9.06e-03  
 0.0722573  0.09774  1.320e+07  8.933e+01  1.386e+17  0.43476  0.53421  0.44633  4.11e-05  1.52e-05  4.87e-03  9.06e-03  
 0.0729768  0.09813  1.318e+07  8.903e+01  1.381e+17  0.43789  0.53518  0.44535  4.15e-05  1.52e-05  4.87e-03  9.06e-03  
 0.0737002  0.09853  1.317e+07  8.873e+01  1.376e+17  0.44102  0.53616  0.44438  4.19e-05  1.52e-05  4.87e-03  9.06e-03  
 0.0744288  0.09893  1.315e+07  8.844e+01  1.371e+17  0.44416  0.53713  0.44341  4.23e-05  1.51e-05  4.87e-03  9.06e-03  
 0.0751613  0.09932  1.314e+07  8.814e+01  1.366e+17  0.44729  0.53810  0.44244  4.27e-05  1.51e-05  4.87e-03  9.06e-03  
 0.0758984  0.09972  1.312e+07  8.784e+01  1.361e+17  0.45043  0.53908  0.44147  4.31e-05  1.50e-05  4.86e-03  9.06e-03  
 0.0766393  0.10012  1.310e+07  8.755e+01  1.356e+17  0.45356  0.54004  0.44050  4.36e-05  1.50e-05  4.86e-03  9.06e-03  
 0.0773854  0.10052  1.309e+07  8.725e+01  1.351e+17  0.45670  0.54101  0.43953  4.40e-05  1.50e-05  4.86e-03  9.06e-03  
 0.0781354  0.10091  1.307e+07  8.696e+01  1.346e+17  0.45984  0.54198  0.43857  4.44e-05  1.49e-05  4.86e-03  9.06e-03  
 0.0788898  0.10131  1.306e+07  8.666e+01  1.341e+17  0.46298  0.54294  0.43761  4.48e-05  1.49e-05  4.86e-03  9.06e-03  
 0.0796495  0.10171  1.304e+07  8.637e+01  1.336e+17  0.46612  0.54391  0.43664  4.53e-05  1.48e-05  4.86e-03  9.06e-03  
 0.0804129  0.10211  1.303e+07  8.608e+01  1.331e+17  0.46927  0.54487  0.43568  4.57e-05  1.48e-05  4.86e-03  9.06e-03  
 0.0811815  0.10251  1.301e+07  8.578e+01  1.326e+17  0.47241  0.54583  0.43472  4.62e-05  1.48e-05  4.86e-03  9.06e-03  
 0.0819545  0.10292  1.299e+07  8.549e+01  1.320e+17  0.47555  0.54679  0.43377  4.66e-05  1.47e-05  4.86e-03  9.06e-03  
 0.0827321  0.10332  1.298e+07  8.520e+01  1.315e+17  0.47870  0.54775  0.43281  4.71e-05  1.47e-05  4.86e-03  9.05e-03  
 0.0835148  0.10372  1.296e+07  8.490e+01  1.310e+17  0.48184  0.54871  0.43185  4.76e-05  1.46e-05  4.86e-03  9.05e-03  
 0.0843019  0.10413  1.295e+07  8.461e+01  1.305e+17  0.48499  0.54966  0.43090  4.80e-05  1.46e-05  4.86e-03  9.05e-03  
 0.0850934  0.10453  1.293e+07  8.432e+01  1.300e+17  0.48813  0.55062  0.42995  4.85e-05  1.46e-05  4.86e-03  9.05e-03  
 0.0858902  0.10493  1.291e+07  8.403e+01  1.295e+17  0.49128  0.55157  0.42899  4.90e-05  1.45e-05  4.85e-03  9.05e-03  
 0.0866913  0.10534  1.290e+07  8.374e+01  1.290e+17  0.49442  0.55252  0.42804  4.95e-05  1.45e-05  4.85e-03  9.05e-03  
 0.0874976  0.10575  1.288e+07  8.344e+01  1.285e+17  0.49757  0.55347  0.42710  5.00e-05  1.44e-05  4.85e-03  9.05e-03  
 0.0883083  0.10615  1.287e+07  8.315e+01  1.280e+17  0.50071  0.55442  0.42615  5.05e-05  1.44e-05  4.85e-03  9.05e-03  
 0.0891242  0.10656  1.285e+07  8.286e+01  1.275e+17  0.50386  0.55537  0.42520  5.10e-05  1.44e-05  4.85e-03  9.05e-03  
 0.0899453  0.10697  1.283e+07  8.257e+01  1.270e+17  0.50700  0.55632  0.42426  5.15e-05  1.43e-05  4.85e-03  9.05e-03  
 0.0907715  0.10738  1.282e+07  8.228e+01  1.265e+17  0.51015  0.55726  0.42331  5.20e-05  1.43e-05  4.85e-03  9.05e-03  
 0.0916021  0.10779  1.280e+07  8.199e+01  1.260e+17  0.51329  0.55821  0.42237  5.25e-05  1.42e-05  4.85e-03  9.05e-03  
 0.0924378  0.10820  1.278e+07  8.170e+01  1.255e+17  0.51644  0.55915  0.42143  5.31e-05  1.42e-05  4.85e-03  9.04e-03  
 0.0932795  0.10861  1.277e+07  8.141e+01  1.250e+17  0.51958  0.56009  0.42049  5.36e-05  1.42e-05  4.85e-03  9.04e-03  
 0.0941256  0.10903  1.275e+07  8.112e+01  1.244e+17  0.52272  0.56103  0.41956  5.42e-05  1.41e-05  4.85e-03  9.04e-03  
 0.0949769  0.10944  1.273e+07  8.084e+01  1.239e+17  0.52587  0.56197  0.41862  5.47e-05  1.41e-05  4.85e-03  9.04e-03  
 0.0958333  0.10985  1.272e+07  8.055e+01  1.234e+17  0.52901  0.56290  0.41769  5.53e-05  1.40e-05  4.85e-03  9.04e-03  
 0.0966949  0.11027  1.270e+07  8.026e+01  1.229e+17  0.53215  0.56384  0.41675  5.58e-05  1.40e-05  4.85e-03  9.04e-03  
 0.0975626  0.11069  1.268e+07  7.997e+01  1.224e+17  0.53529  0.56477  0.41582  5.64e-05  1.40e-05  4.85e-03  9.04e-03  
 0.0984346  0.11110  1.267e+07  7.968e+01  1.219e+17  0.53843  0.56570  0.41489  5.70e-05  1.39e-05  4.84e-03  9.04e-03  
 0.0993126  0.11152  1.265e+07  7.939e+01  1.214e+17  0.54157  0.56663  0.41396  5.76e-05  1.39e-05  4.84e-03  9.04e-03  
 0.1001958  0.11194  1.263e+07  7.911e+01  1.209e+17  0.54470  0.56756  0.41303  5.82e-05  1.38e-05  4.84e-03  9.04e-03  
 0.1010851  0.11236  1.262e+07  7.882e+01  1.204e+17  0.54784  0.56849  0.41211  5.88e-05  1.38e-05  4.84e-03  9.04e-03  
 0.1019796  0.11278  1.260e+07  7.853e+01  1.199e+17  0.55097  0.56942  0.41118  5.94e-05  1.37e-05  4.84e-03  9.03e-03  
 0.1028793  0.11321  1.258e+07  7.824e+01  1.194e+17  0.55411  0.57034  0.41026  6.00e-05  1.37e-05  4.84e-03  9.03e-03  
 0.1037842  0.11363  1.257e+07  7.796e+01  1.189e+17  0.55724  0.57127  0.40934  6.06e-05  1.37e-05  4.84e-03  9.03e-03  
 0.1046952  0.11405  1.255e+07  7.767e+01  1.184e+17  0.56037  0.57219  0.40842  6.13e-05  1.36e-05  4.84e-03  9.03e-03  
 0.1056124  0.11448  1.253e+07  7.738e+01  1.179e+17  0.56350  0.57311  0.40750  6.19e-05  1.36e-05  4.84e-03  9.03e-03  
 0.1065348  0.11490  1.252e+07  7.710e+01  1.174e+17  0.56662  0.57403  0.40658  6.26e-05  1.35e-05  4.84e-03  9.03e-03  
 0.1074633  0.11533  1.250e+07  7.681e+01  1.169e+17  0.56975  0.57494  0.40566  6.32e-05  1.35e-05  4.84e-03  9.03e-03  
 0.1083971  0.11576  1.248e+07  7.652e+01  1.163e+17  0.57287  0.57586  0.40475  6.39e-05  1.35e-05  4.84e-03  9.03e-03  
 0.1093381  0.11619  1.246e+07  7.624e+01  1.158e+17  0.57599  0.57678  0.40384  6.46e-05  1.34e-05  4.84e-03  9.03e-03  
 0.1102833  0.11662  1.245e+07  7.595e+01  1.153e+17  0.57911  0.57769  0.40293  6.53e-05  1.34e-05  4.84e-03  9.03e-03  
 0.1112357  0.11705  1.243e+07  7.567e+01  1.148e+17  0.58223  0.57860  0.40202  6.60e-05  1.33e-05  4.84e-03  9.03e-03  
 0.1121935  0.11749  1.241e+07  7.538e+01  1.143e+17  0.58534  0.57951  0.40111  6.67e-05  1.33e-05  4.84e-03  9.02e-03  
 0.1131584  0.11792  1.240e+07  7.510e+01  1.138e+17  0.58845  0.58042  0.40020  6.74e-05  1.33e-05  4.83e-03  9.02e-03  
 0.1141287  0.11835  1.238e+07  7.481e+01  1.133e+17  0.59156  0.58133  0.39929  6.81e-05  1.32e-05  4.83e-03  9.02e-03  
 0.1151052  0.11879  1.236e+07  7.452e+01  1.128e+17  0.59467  0.58223  0.39839  6.89e-05  1.32e-05  4.83e-03  9.02e-03  
 0.1160881  0.11923  1.234e+07  7.424e+01  1.123e+17  0.59777  0.58313  0.39749  6.96e-05  1.31e-05  4.83e-03  9.02e-03  
 0.1170763  0.11967  1.233e+07  7.395e+01  1.118e+17  0.60087  0.58404  0.39659  7.04e-05  1.31e-05  4.83e-03  9.02e-03  
 0.1180718  0.12011  1.231e+07  7.367e+01  1.113e+17  0.60397  0.58494  0.39569  7.11e-05  1.30e-05  4.83e-03  9.02e-03  
 0.1190737  0.12055  1.229e+07  7.338e+01  1.108e+17  0.60707  0.58584  0.39479  7.19e-05  1.30e-05  4.83e-03  9.02e-03  
 0.1200831  0.12099  1.227e+07  7.310e+01  1.103e+17  0.61016  0.58673  0.39389  7.27e-05  1.30e-05  4.83e-03  9.02e-03  
 0.1210978  0.12144  1.226e+07  7.281e+01  1.098e+17  0.61325  0.58763  0.39300  7.35e-05  1.29e-05  4.83e-03  9.02e-03  
 0.1221190  0.12188  1.224e+07  7.253e+01  1.092e+17  0.61634  0.58853  0.39211  7.43e-05  1.29e-05  4.83e-03  9.01e-03  
 0.1231477  0.12233  1.222e+07  7.224e+01  1.087e+17  0.61942  0.58942  0.39122  7.51e-05  1.28e-05  4.83e-03  9.01e-03  
 0.1241828  0.12278  1.220e+07  7.196e+01  1.082e+17  0.62251  0.59031  0.39033  7.60e-05  1.28e-05  4.83e-03  9.01e-03  
 0.1252245  0.12323  1.218e+07  7.168e+01  1.077e+17  0.62558  0.59120  0.38944  7.68e-05  1.27e-05  4.83e-03  9.01e-03  
 0.1262727  0.12368  1.217e+07  7.139e+01  1.072e+17  0.62866  0.59209  0.38855  7.77e-05  1.27e-05  4.83e-03  9.01e-03  
 0.1273286  0.12414  1.215e+07  7.111e+01  1.067e+17  0.63173  0.59297  0.38767  7.86e-05  1.27e-05  4.83e-03  9.01e-03  
 0.1283910  0.12459  1.213e+07  7.082e+01  1.062e+17  0.63479  0.59386  0.38678  7.95e-05  1.26e-05  4.83e-03  9.01e-03  
 0.1294612  0.12505  1.211e+07  7.054e+01  1.057e+17  0.63786  0.59474  0.38590  8.04e-05  1.26e-05  4.82e-03  9.01e-03  
 0.1305379  0.12550  1.209e+07  7.025e+01  1.052e+17  0.64091  0.59562  0.38502  8.13e-05  1.25e-05  4.82e-03  9.01e-03  
 0.1316213  0.12596  1.208e+07  6.997e+01  1.047e+17  0.64397  0.59650  0.38414  8.22e-05  1.25e-05  4.82e-03  9.01e-03  
